frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22156,2022/3/25 20:21,wofa.bilibili,6,2,6.776,0,0.583446,0.4375,0,4,5798,0,0,0,0
22157,2022/3/25 20:21,wofa.bilibili,6,2,6.827,0,0.540387,0.448556,0,4,7139,0,0,0,0
22158,2022/3/25 20:21,wofa.bilibili,6,2,6.878,0,0.496268,0.470616,0,4,6759,0,0,0,0
22159,2022/3/25 20:21,wofa.bilibili,6,2,6.929,0,0.452579,0.492461,0,4,6224,0,0,0,0
22160,2022/3/25 20:21,wofa.bilibili,6,2,6.929,0,0.415021,0.5,0,4,6083,0,0,0,0
22161,2022/3/25 20:21,wofa.bilibili,6,2,7.035,0,0.380533,0.5,0,4,7253,0,0,0,0
22163,2022/3/25 20:21,wofa.bilibili,6,2,7.089,0,0.345777,0.5,0,4,6808,0,0,0,0
22164,2022/3/25 20:21,wofa.bilibili,6,2,7.142,0,0.322022,0.521728,0,4,6259,0,0,0,0
22165,2022/3/25 20:21,wofa.bilibili,6,2,7.196,0,0.298808,0.544942,0,4,6244,0,0,0,0
22166,2022/3/25 20:21,wofa.bilibili,6,2,7.25,0,0.28412,0.56824,0,4,8230,0,0,0,0
22167,2022/3/25 20:21,wofa.bilibili,6,2,7.305,0,0.295977,0.591954,0,4,7038,0,0,0,0
22168,2022/3/25 20:21,wofa.bilibili,6,2,7.36,0,0.307877,0.615755,0,4,6552,0,0,0,0
22169,2022/3/25 20:21,wofa.bilibili,6,2,7.414,0,0.305565,0.625,0,4,6596,0,0,0,0
22170,2022/3/25 20:21,wofa.bilibili,6,2,7.469,0,0.293734,0.625,0,4,9314,0,0,0,0
22171,2022/3/25 20:21,wofa.bilibili,6,2,7.525,0,0.281708,0.625,0,4,7070,0,0,0,0
22173,2022/3/25 20:21,wofa.bilibili,6,2,7.571,0,0.272022,0.643455,0,4,6868,0,0,0,0
22174,2022/3/25 20:21,wofa.bilibili,6,2,7.626,0,0.260108,0.667284,0,4,6957,0,0,0,0
22175,2022/3/25 20:21,wofa.bilibili,6,2,7.67,0,0.250753,0.685994,0,4,8942,0,0,0,0
22176,2022/3/25 20:21,wofa.bilibili,6,2,7.727,0,0.238665,0.71017,0,4,7876,0,0,0,0
22177,2022/3/25 20:21,wofa.bilibili,6,2,7.778,0,0.22763,0.73224,0,4,7403,0,0,0,0
22178,2022/3/25 20:21,wofa.bilibili,6,2,7.837,0,0.21485,0.7578,0,4,7346,0,0,0,0
22179,2022/3/25 20:21,wofa.bilibili,6,2,7.885,0,0.204701,0.778097,0,4,10261,0,0,0,0
