frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
21664,2022/4/22 20:21,NTR.zbk,4,2,12.63,937.273,0,0.449007,0.328971,0,4,9857,0,0,0,0
21665,2022/4/22 20:21,NTR.zbk,4,2,12.63,937.273,0,0.4375,0.375,0,4,7891,0,0,0,0
21666,2022/4/22 20:21,NTR.zbk,4,2,12.63,937.273,0,0.4375,0.433113,0,4,7767,0,0,0,0
21668,2022/4/22 20:21,NTR.zbk,4,2,12.843,944.268,0,0.430978,0.5,0,4,11202,0,0,0,0
21670,2022/4/22 20:21,NTR.zbk,4,2,12.887,945.734,0,0.421177,0.5,0,4,8847,0,0,0,0
21671,2022/4/22 20:21,NTR.zbk,4,2,12.887,945.734,0,0.409053,0.5,0,4,8199,0,0,0,0
21672,2022/4/22 20:21,NTR.zbk,4,2,12.887,945.734,0,0.40625,0.5,0,4,8123,0,0,0,0
21673,2022/4/22 20:21,NTR.zbk,4,2,13.044,951.044,0,0.40625,0.5,0,4,10881,0,0,0,0
21674,2022/4/22 20:21,NTR.zbk,4,2,13.1,952.984,0,0.40625,0.5,0,4,8522,0,0,0,0
21675,2022/4/22 20:21,NTR.zbk,4,2,13.155,954.973,0,0.392092,0.5,0,4,8297,0,0,0,0
21677,2022/4/22 20:21,NTR.zbk,4,2,13.256,958.639,0,0.369857,0.5,0,4,10330,0,0,0,0
21679,2022/4/22 20:21,NTR.zbk,4,2,13.311,960.726,0,0.356963,0.5,0,4,8755,0,0,0,0
21682,2022/4/22 20:21,NTR.zbk,4,2,13.414,964.648,0,0.323461,0.5,0,4,8599,0,0,0,0
21683,2022/4/22 20:21,NTR.zbk,4,2,13.458,966.384,0,0.30372,0.5,0,4,8678,0,0,0,0
21684,2022/4/22 20:21,NTR.zbk,4,2,13.515,968.558,0,0.28125,0.5,0,4,8734,0,0,0,0
21685,2022/4/22 20:21,NTR.zbk,4,2,13.56,970.369,0,0.2571,0.5,0,4,8808,0,0,0,0
